"CustomerValue","MonthlyRevenue","MonthlyMinutes","TotalRecurringCharge","OverageMinutes","RoamingCalls","PercChangeMinutes","PercChangeRevenues","PeakCallsInOut","OffPeakCallsInOut","MonthsInService","AgeHH1","BuysViaMailOrder","RespondsToMailOffers","OptOutMailings","NonUSTravel","IncomeGroup","PrizmCode","Occupation","fit.cluster"
1,30.4,186,30,0,0,60,-0.4,52.7,27.7,14,43,0,0,0,0,0,4,8,5
1,30.4,240,40,0,0,-7,-0.4,68,52,12,43,0,0,0,0,0,4,8,5
3,30.4,13,40,0,0.2,0,0.6,2.7,0,9,43,0,0,0,0,6,4,8,5
1,30.41,611,10,81,0,193,5.6,147.7,67.3,31,43,0,0,0,0,0,2,8,4
1,30.41,52,40,0,0,-34,-0.4,14.3,13.7,24,43,0,0,0,0,0,4,8,5
1,30.41,268,30,0,0.2,-3,0.6,80.3,13,23,43,0,0,0,0,6,4,8,5
3,30.41,69,29,2,0.3,-10,0.4,21.7,18.7,15,43,0,0,0,0,0,4,8,5
1,30.41,417,40,0,0.1,25,-0.4,0,0,16,43,1,1,0,0,6,4,8,4
1,30.42,26,40,0,0.4,-26,-0.4,10.3,6.3,16,43,0,0,0,0,0,1,8,5
1,30.42,46,30,0,0.2,-22,0.2,0,0,9,43,0,0,0,0,4,2,8,5
2,30.43,160,30,1,0,-9,-0.4,20.7,7.3,15,43,0,0,0,0,0,4,8,5
2,30.43,76,30,0,0,3,-0.4,18.3,13,14,43,0,0,0,0,0,4,8,5
1,30.43,63,30,0,0.4,-63,-0.4,0.3,2,13,43,0,0,0,0,0,4,8,5
2,30.43,262,40,0,0,-202,-0.4,83,47.7,16,43,0,0,0,0,0,4,8,5
1,30.43,152,40,0,0,97,0.3,41.3,20.3,13,43,0,0,0,0,0,3,8,5
3,30.43,199,29,0,0,-156,-33,41.3,55.3,13,43,0,0,0,0,3,1,8,5
3,30.43,56,40,0,0,76,1.2,6,6,8,43,0,0,0,0,0,2,8,5
1,30.43,103,30,0,0,3,-0.4,36.3,30.7,31,43,0,0,0,0,0,4,8,5
2,30.44,38,30,0,0.2,-36,-0.4,0,0,24,43,0,0,0,0,0,2,8,5
3,30.44,324,30,1,0,59,-0.4,72.3,65,20,43,0,0,0,0,0,4,8,5
1,30.45,314,40,0,0,-135,-0.5,33.7,32.7,10,43,0,0,0,0,0,2,8,5
3,30.45,287,40,0,0,-2,-0.1,39,37,7,43,0,0,0,0,0,1,8,5
2,30.45,103,40,0,0.2,1,0.3,42,28.7,7,43,0,0,0,0,0,4,8,5
3,30.46,134,30,0,0,-41,0.4,42,40,42,43,0,0,0,0,0,2,8,5
1,30.46,87,40,0,0.1,17,-0.5,34,12.7,6,43,0,0,0,0,0,2,8,5
3,30.48,30,30,0,0,-5,0.5,14,2,34,43,0,0,0,0,9,4,8,5
3,30.48,40,30,0,0,-10,-0.5,7.3,3.3,30,43,0,0,0,0,0,1,8,5
1,30.48,42,30,0,0,-8,0.5,15.7,6.3,29,43,0,0,0,0,0,2,8,5
2,30.48,22,30,0,0,-8,-0.5,5.7,0,20,43,0,0,0,0,0,4,8,5
3,30.48,63,30,0,0,54,1.5,24.3,3,19,43,0,0,0,0,0,4,8,5
1,30.48,108,30,0,0,10,-0.5,37.7,17.7,18,43,0,0,0,0,6,4,8,5
1,30.48,148,19,44,0,-148,-30.5,25.3,12.3,10,43,0,0,0,0,0,2,8,5
3,30.48,188,40,0,0,-59,-0.5,49.7,12.3,16,43,0,0,0,0,0,2,8,5
1,30.48,98,40,1,0,22,1.5,14.7,9,12,43,0,0,0,0,0,4,8,5
1,30.48,214,40,0,0,34,0.5,0,0,11,43,0,0,0,0,0,2,8,5
1,30.48,18,40,0,0.5,-18,-0.5,0,0,11,43,0,0,0,0,0,2,8,5
3,30.48,325,40,0,0.5,38,0.3,0,0,13,43,0,0,0,0,4,1,8,5
3,30.48,179,40,0,0,-79,-0.5,0,0,10,43,0,0,0,0,0,2,8,5
3,30.48,75,40,0,0,-44,-0.5,21.7,26,13,43,0,0,0,0,0,2,8,5
2,30.48,146,40,0,0,-14,1.5,22.7,6.7,11,43,0,0,0,0,0,4,8,5
1,30.49,309,30,0,0,28,-0.2,72,49.3,27,43,0,0,0,0,6,4,8,5
2,30.49,209,42,0,0,-209,5.5,60.7,38.3,17,43,0,0,0,0,0,4,8,5
1,30.5,101,30,0,0,-25,-0.5,32.7,7.3,36,43,0,0,0,0,5,1,8,5
2,30.5,155,30,0,0,-136,-0.5,21,2.3,23,43,0,0,0,0,0,4,8,5
2,30.5,161,30,0,0,-79,-0.5,34,9.3,21,43,0,0,0,0,0,4,8,5
1,30.5,46,30,0,0,-46,-0.5,12,14.3,25,43,0,0,0,1,6,4,5,5
1,30.5,86,30,0,0,-46,-0.5,34.7,20.3,25,43,0,0,0,0,0,4,8,5
2,30.5,224,30,0,0,82,-0.5,49.3,48.3,21,43,0,0,0,0,0,2,8,5
3,30.5,20,30,0,1.5,-7,-2,7.7,1.7,18,43,0,0,0,0,0,4,8,5
3,30.5,93,30,0,0.5,78,1.5,22.7,21.3,20,43,0,0,0,0,0,4,8,5
3,30.5,153,30,0,0,48,-0.5,33,8.3,22,43,0,0,0,0,9,4,8,5
3,30.5,85,30,0,0,38,-0.5,19.3,10,18,43,0,0,0,0,0,2,8,5
3,30.5,46,30,0,0,-10,0.5,18.3,5.3,17,43,0,0,0,0,0,2,8,5
3,30.5,158,40,0,0.3,16,0.1,0,0,11,43,0,0,0,0,0,4,8,5
3,30.51,253,40,0,0,-91,-0.5,28.7,31,33,43,0,0,0,0,7,4,8,5
2,30.51,37,30,0,0,-16,-0.5,14,1.7,27,43,0,0,0,0,0,2,8,5
3,30.51,68,30,0,0,-4,-0.5,18.3,13.7,24,43,0,0,0,0,0,4,8,5
2,30.51,88,30,0,0,-15,-0.5,22.3,19.3,23,43,0,0,0,0,0,2,8,5
3,30.51,32,30,0,0,-4,0.5,6.7,7.3,20,43,0,0,0,0,0,4,8,5
1,30.51,190,30,0,0,134,0.5,51.3,35.7,19,43,0,0,0,0,0,2,8,5
3,30.51,63,40,0,0,-36,-0.5,23.7,7.3,19,43,0,0,0,0,0,4,8,5
1,30.51,109,30,0,0,-21,-0.5,33.3,23.7,17,43,0,0,0,0,0,2,8,5
1,30.51,753,40,0,0,3,-0.5,95.3,168,10,43,0,0,0,0,4,3,8,2
1,30.51,337,40,0,0,54,0.5,16.3,21.7,10,43,0,0,0,0,0,4,8,5
2,30.51,159,40,0,0,100,-0.5,30,18.3,10,43,0,0,0,0,0,4,8,5
3,30.51,150,40,0,0,-10,-0.5,14.3,37.3,10,43,0,0,0,0,0,4,8,5
2,30.51,44,40,0,0,-42,-0.5,0,0,8,43,0,0,0,0,0,2,8,5
1,30.51,85,30,0,0,-24,-0.5,0,0,8,43,0,0,0,0,0,4,8,5
3,30.51,189,40,0,0,-13,-0.5,59.3,30.3,6,43,0,0,0,0,0,4,8,5
2,30.52,197,30,0,0,-2,-0.5,68.7,20,34,43,0,0,0,0,0,2,8,5
2,30.52,142,30,0,0,44,-0.5,17,27.7,19,43,0,0,0,0,0,2,8,5
3,30.52,17,30,0,0,-2,0.5,2,2.3,19,43,0,0,0,0,0,4,8,5
1,30.52,156,30,0,0,36,-0.5,30.3,50,19,43,0,0,0,0,0,1,8,5
1,30.52,138,30,2,0,-33,-0.5,58.3,16.7,18,43,0,0,0,0,0,4,8,5
2,30.52,221,30,0,0,-125,0.5,81,45,11,43,0,0,0,0,0,2,8,5
1,30.52,297,30,0,0,44,-0.5,58.3,80.3,11,43,0,0,0,0,0,4,8,5
3,30.52,417,40,2,0,11,1.6,0,0,13,43,0,0,0,0,0,1,8,4
2,30.52,48,40,0,0,28,1.6,11.3,19.7,13,43,0,0,0,0,0,4,8,5
1,30.52,151,40,0,0.3,107,-0.1,61.7,17.7,7,43,0,0,0,0,0,4,8,5
1,30.53,180,30,0,0,-63,-0.1,76.3,31.3,19,43,0,0,0,0,6,2,8,5
2,30.55,49,40,0,0.6,5,-0.6,16.7,2.7,15,43,0,0,0,0,7,4,8,5
2,30.55,316,40,0,0.6,-40,1.7,35,37,8,43,0,0,0,0,0,4,8,5
1,30.55,414,32,14,0,-414,-30.5,110.3,118,9,43,0,0,0,0,0,4,8,4
3,30.56,108,30,0,0,-31,-0.6,35.3,21.3,23,43,0,0,0,0,0,4,8,5
1,30.56,84,40,0,0.3,12,-0.6,22.7,11.7,11,43,0,0,0,0,0,3,8,5
1,30.57,74,30,0,0.5,16,-0.6,15.3,37,21,43,0,0,0,0,0,4,8,5
2,30.57,286,30,0,0,-164,0.4,97.3,57,12,43,0,0,0,0,0,4,8,5
1,30.58,278,30,4,0,-6,-2.1,70,2.3,31,43,0,0,0,0,0,4,8,5
3,30.58,190,30,0,0,-186,-61.2,46,26.7,19,43,0,0,0,0,0,2,8,5
1,30.58,209,40,0,0.1,120,-0.2,0,0,10,43,0,0,0,0,0,4,8,5
3,30.59,109,30,2,0,-63,-0.6,32.3,7.7,26,43,0,0,0,0,0,1,8,5
3,30.59,199,40,0,0.4,38,0.4,24.3,22.7,15,43,0,0,0,0,0,3,8,5
2,30.6,296,30,1,0,-2,-0.6,45.3,18,33,43,0,0,0,0,9,4,8,5
2,30.6,207,40,2,0,12,-0.6,36.3,21.7,9,43,0,0,0,0,0,2,8,5
2,30.61,207,30,2,0,-134,-0.6,20.3,11.7,23,43,0,0,0,0,0,4,8,5
1,30.61,22,45,0,0,50,4.4,1,1.7,20,43,0,0,0,0,0,2,8,5
3,30.61,82,30,0,0,50,0.4,20.3,15.7,18,43,0,0,0,0,0,2,8,5
1,30.61,419,40,0,0.3,3,0.8,0,0,10,43,0,0,0,0,0,4,8,4
1,30.61,200,40,0,0.1,-26,-0.6,0,0,9,43,0,0,0,0,0,4,8,5
2,30.62,218,30,0,0,35,-0.6,66,33.3,24,43,0,0,0,0,5,4,8,5
1,30.62,81,30,0,0,16,0.8,0,0,18,43,0,0,0,0,0,4,8,5
3,30.62,1098,50,0,0,286,-30.6,143.7,90.7,13,43,0,0,0,0,0,4,8,2
2,30.62,51,30,17,0,34,11.3,26.7,3.7,8,43,0,0,0,0,0,1,8,5
1,30.63,22,32,0,0,-10,-2.6,5.7,3,16,43,0,0,0,0,0,4,8,5
2,30.63,52,30,0,0,-11,-0.2,0,0,16,43,0,0,0,0,7,2,8,5
3,30.63,225,40,0,0.6,23,-0.6,77.7,36,12,43,0,0,0,0,0,4,8,5
3,30.64,382,30,0,0.3,132,-0.7,25.3,41.3,22,43,0,0,0,0,0,4,8,4
2,30.65,118,30,0,0,65,-0.6,17.7,9.3,31,43,0,0,0,0,4,4,8,5
2,30.65,180,40,0,0.7,94,0.1,0,0,25,43,0,0,0,0,0,4,8,5
1,30.65,302,40,0,0.4,-147,0.9,0,0,8,43,0,0,0,0,0,4,8,5
2,30.65,222,40,0,0,-16,-0.7,57.3,51,13,43,0,0,0,0,0,4,8,5
2,30.66,94,30,0,0.7,43,-0.7,38.3,11.7,28,43,0,0,0,0,0,3,8,5
3,30.66,100,30,0,0.4,-100,-0.7,15,18,25,43,0,0,0,0,0,2,8,5
3,30.66,342,40,0,0,-125,-0.7,0,0,10,43,0,0,0,0,0,4,8,4
3,30.67,386,40,18,0.8,-196,-30.7,91.7,58.7,23,43,0,0,0,0,0,4,8,4
2,30.67,93,30,0,0.7,38,-0.7,34.7,6,25,43,0,0,0,0,8,2,8,5
1,30.67,203,40,0,0.7,-110,1.3,0,0,14,43,0,0,0,0,5,4,8,5
2,30.67,316,40,0,0.7,-66,0.1,60.3,60.3,11,43,0,0,0,0,0,2,8,4
3,30.68,80,30,2,0,-25,0.9,36,21.7,25,43,0,0,0,0,0,4,8,5
1,30.68,232,40,0,0,6,-1.4,29,87,16,43,0,0,0,0,1,4,8,5
2,30.68,45,32,2,0,-12,-0.7,0,0,14,43,0,0,0,0,0,2,8,5
2,30.69,178,30,2,0,-15,-0.7,0,0,13,43,0,0,0,0,0,4,8,5
3,30.7,984,30,2,0,-56,-0.7,88,112.7,22,43,0,0,0,0,0,4,8,2
1,30.71,134,40,2,0,-8,-0.7,37.7,37.3,12,43,0,0,0,0,0,2,8,5
3,30.72,526,10,66,0.1,189,33.9,49.7,43.3,17,43,0,0,0,0,0,2,8,4
1,30.73,289,40,0,0.5,-160,-0.7,64.7,61.3,38,43,0,0,0,0,0,3,8,5
3,30.73,193,40,0,0,62,-0.7,23,25.3,19,43,0,0,0,0,0,4,8,5
3,30.73,284,30,0,0,14,-0.7,74.7,61.3,15,43,0,0,0,0,0,2,8,5
3,30.73,140,30,0,0,-7,-0.7,42.7,23,15,43,0,0,0,0,0,2,8,5
3,30.73,332,40,0,0.5,-38,-0.7,25.3,31.3,10,43,0,0,0,0,0,2,8,4
2,30.73,382,40,0,0,-3,0.2,47.7,59.3,14,43,0,0,0,0,6,4,8,4
3,30.73,16,30,0,0,-16,-0.7,5.7,0,8,43,0,0,0,0,0,4,8,5
2,30.73,159,40,0,0,31,0.2,29.3,25.3,33,43,0,0,0,0,0,4,8,5
1,30.74,252,30,0,0,-26,0.2,108.7,34.3,25,43,0,0,0,0,0,4,8,5
2,30.74,137,30,0,0,26,1.2,40.3,28,25,43,0,0,0,0,0,2,8,5
1,30.74,149,30,0,0,20,1.2,40.7,14.3,21,43,0,0,0,0,0,1,8,5
2,30.74,18,30,0,0.2,8,-0.8,6.7,1.3,14,43,1,1,0,0,9,4,8,5
2,30.74,80,30,0,0.3,-23,-0.8,20.3,10.7,20,43,0,0,0,0,0,3,8,5
2,30.74,66,40,0,0,-58,-1.6,20.7,8.3,13,43,1,1,0,0,9,2,8,5
1,30.75,226,30,0,0.5,28,-0.8,50.7,34,36,43,0,0,0,0,0,1,8,5
1,30.75,139,34,14,1.4,-58,0.7,13.3,2.3,21,43,0,0,0,0,0,3,8,5
3,30.75,64,40,0,0,54,2.2,18.7,3.7,16,43,0,0,0,0,0,2,8,5
1,30.75,201,30,0,0.4,-3,-0.8,66.3,17,12,43,0,0,0,0,0,1,8,5
1,30.75,518,10,82,0,-46,-2.5,89.7,6.3,9,43,0,0,0,0,0,2,8,4
1,30.76,28,17,4,0,-6,24.5,3,5.7,27,43,0,0,0,0,0,4,8,5
2,30.76,61,30,0,0.8,-43,-0.8,16,2.3,19,43,0,0,0,0,0,1,8,5
3,30.77,140,30,0,0,-31,-0.8,45,17.3,35,43,0,0,0,0,9,4,8,5
2,30.77,160,45,0,0,-105,-30.2,24,19.7,29,43,0,0,0,0,0,4,8,5
3,30.77,108,30,0,0,111,1.2,32,18,19,43,0,0,0,0,0,4,8,5
1,30.77,248,30,0,0,39,0.2,41.7,15.3,19,43,0,0,0,0,0,4,8,5
1,30.77,49,30,0,0,-23,-0.8,8.3,6.3,19,43,0,0,0,0,0,4,8,5
2,30.77,302,40,0,0.8,112,1.2,43.7,59.7,16,43,0,0,0,0,0,2,8,5
2,30.77,175,30,0,0.3,38,-0.8,34.3,34,15,43,0,0,0,0,0,4,8,5
2,30.77,258,38,2,0,134,0.8,16.3,22.3,12,43,0,0,0,0,0,1,8,5
3,30.77,74,30,0,0.8,-9,-0.8,27.7,6.7,30,43,0,0,0,0,0,4,8,5
1,30.78,258,30,2,0,-68,-0.8,77.3,35,22,43,0,0,0,0,0,2,8,5
1,30.78,120,40,1,0,16,-0.8,0,0,16,43,0,0,0,0,6,2,8,5
1,30.79,290,30,2,0,-78,-0.8,32,34.3,23,43,0,0,0,0,0,2,8,5
3,30.79,169,30,0,0,-138,-0.8,48.3,21.7,18,43,0,0,0,0,0,2,8,5
2,30.8,213,30,0,0,-156,-0.8,55,49.3,19,43,0,0,0,0,0,4,8,5
2,30.8,30,40,0,0.3,-30,-0.8,0,0,10,43,0,0,0,0,0,4,8,5
2,30.81,162,30,0,0,-150,-0.8,35,27,41,43,0,0,0,0,3,4,8,5
1,30.81,52,30,0,0,-52,-0.8,1,2.3,34,43,0,0,0,0,0,2,8,5
1,30.81,545,35,0,0,-531,-71.3,82.3,96.3,8,43,0,0,0,0,0,4,8,4
2,30.82,69,30,0,0.6,-36,0.5,23.3,6,30,43,0,0,0,0,0,4,8,5
2,30.82,161,30,0,0,-79,-0.8,21.7,31.7,25,43,0,0,0,0,0,4,8,5
2,30.82,169,40,0,0,-24,0.5,48.3,9.3,10,43,0,0,0,0,9,1,8,5
1,30.82,104,40,0,0,24,0.5,31.3,9.3,14,43,0,0,0,0,4,2,2,5
3,30.83,234,17,44,0.2,-234,-30.8,43.7,10.7,8,43,0,0,0,0,0,1,8,5
2,30.83,31,30,0,0.3,36,1.1,6.7,10.7,7,43,0,0,0,0,0,2,8,5
3,30.84,123,30,0,0,166,-0.8,3.7,6.7,21,43,0,0,0,0,0,4,8,5
1,30.84,219,30,0,0,3,-0.8,24.7,14,25,43,0,0,0,0,0,4,8,5
1,30.85,276,30,22,0.4,114,-27.2,40.7,58,13,43,0,0,0,0,0,4,8,5
2,30.85,96,30,0,0,-96,-0.9,25.3,19.7,16,43,0,0,0,0,0,4,8,5
2,30.86,66,30,0,0,-24,-0.9,3.7,5.7,22,43,0,0,1,0,9,2,8,5
3,30.86,202,9,0,11.8,-18,-9.2,20,9,11,43,0,0,0,0,0,2,8,5
3,30.87,143,30,2,0,-66,-0.9,32.3,19,11,43,0,0,0,0,0,2,8,5
2,30.88,94,30,0,0,28,-0.8,34.7,26.3,35,43,0,0,0,0,0,4,8,5
1,30.88,32,30,0,0,0,0.6,14.7,2.3,11,43,0,0,0,0,0,4,8,5
1,30.88,269,30,2,0,98,1.9,28.7,17,15,43,0,0,0,0,0,4,8,5
1,30.88,400,40,1,0.3,51,0.5,29.3,16.3,14,43,0,0,0,0,0,4,8,4
1,30.9,22,30,0,0.6,-14,1,4,2,22,43,0,0,0,0,0,4,8,5
1,30.9,298,40,3,0,-64,-0.9,62,57,9,43,0,0,0,0,7,4,6,5
2,30.92,77,30,2,0.4,62,1.2,11,3.7,26,43,0,0,0,0,0,1,8,5
2,30.92,308,45,1,2.4,-31,-2.7,58.7,29.7,8,43,0,0,0,0,0,3,8,5
2,30.93,264,30,3,0,-84,-4.8,37.3,54,19,43,0,0,0,0,0,4,8,5
1,30.94,33,30,0,0.7,-33,-0.9,14.3,5,18,43,0,0,0,0,4,1,8,5
2,30.94,230,40,2,0,-77,-1,67,64.7,12,43,0,0,0,0,0,4,8,5
1,30.94,324,40,1,0.2,11,0.1,0,0,12,43,0,0,0,0,0,4,8,5
2,30.95,89,30,0,0,-49,-0.9,30.3,18.3,25,43,0,0,0,0,7,4,8,5
3,30.95,223,35,0,3.7,-188,-57.6,95.7,83,11,43,0,0,0,0,0,4,8,5
1,30.95,842,33,0,0,128,-1,72.7,192,12,43,0,0,0,0,0,2,8,2
2,30.96,162,40,0,0,81,0.7,37,36.3,23,43,0,0,0,0,0,2,8,5
3,30.96,1117,47,114,0,-45,24,189.3,29.7,27,43,0,0,0,0,7,4,8,2
2,30.96,29,30,0,1,31,-0.3,12.7,0.7,17,43,0,0,0,0,0,4,8,5
2,30.96,32,25,14,0,-14,-1,9.7,5.7,11,43,0,0,0,0,0,2,8,5
2,30.96,210,10,59,1,52,0.8,50.7,26.7,8,43,0,0,0,0,0,4,8,5
1,30.98,55,30,0,0,-33,-1,17.7,4,15,43,0,0,0,0,0,4,8,5
1,30.98,88,30,0,0,-8,-1,10,19,18,43,0,0,0,0,0,4,8,5
3,30.98,197,40,0,0,-52,0,14.7,38,15,43,0,0,0,0,5,2,8,5
1,30.98,150,30,0,0,9,-1,25.7,29,7,43,0,0,0,0,0,4,8,5
3,30.98,362,29,60,0,290,78.4,46,60,11,43,0,0,0,0,0,4,8,5
2,30.99,193,30,0,0,39,-1,31.7,19,34,43,0,0,0,0,0,4,8,5
2,31,76,40,0,0,-38,0,22.7,3,11,43,0,0,0,0,0,4,8,5
3,31,221,40,0,0,94,1,57.7,38.3,9,43,0,0,0,0,0,2,8,5
2,31,228,40,0,0,26,0,0,0,8,43,0,0,0,0,0,4,8,5
3,31,167,23,0,20.1,-167,-31,20.3,18.7,9,43,0,0,0,0,0,1,8,5
3,31.01,171,30,0,0,48,1,25.7,21.3,23,43,0,0,0,0,0,4,8,5
1,31.01,166,30,0,0,-126,-1,46.3,7,19,43,0,0,0,0,0,1,8,5
3,31.03,307,30,2,0,17,-1,44,43,18,43,0,0,0,0,0,2,8,5
2,31.04,249,30,3,0,-59,-1.1,60.3,67.7,16,43,0,0,0,0,0,4,8,5
3,31.04,47,32,0,0.2,-18,-0.2,19,7,35,43,0,0,0,0,0,4,8,5
2,31.07,26,32,3,0,42,-4.4,9.3,1.7,19,43,0,0,0,0,0,4,8,5
3,31.08,132,30,0,0.3,30,-0.1,26.7,10,17,43,1,1,0,0,7,2,8,5
2,31.08,228,40,2,0.5,-78,-1.1,69.7,16.3,15,43,0,0,0,0,0,2,8,5
3,31.09,306,30,0,0,42,-1.1,84,72.3,19,43,0,0,0,0,5,4,8,5
3,31.11,209,40,0,0,-42,-1.1,0,0,15,43,0,0,0,0,0,4,8,5
1,31.11,681,40,2,0,-129,3.4,0,0,15,43,0,0,0,0,0,2,8,4
1,31.11,55,40,0,1.1,55,0.2,18.7,9.3,13,43,0,0,0,0,0,3,8,5
1,31.13,229,30,2,0,-25,0.8,65.7,53.7,16,43,0,0,0,0,7,4,8,5
3,31.14,337,30,3,0,-10,-1.1,122.3,51,21,43,0,0,0,0,0,4,8,4
1,31.14,194,40,2,0,14,-0.8,38,39.7,12,43,0,0,0,0,0,2,8,5
1,31.14,119,30,0,0.1,9,1.9,37.7,17.7,18,43,0,0,0,0,0,1,8,5
2,31.14,204,47,0,0,-162,-1.1,39.3,15,7,43,0,0,0,0,6,4,8,5
2,31.15,90,30,0,0.2,53,1.3,18.7,21,8,43,0,0,0,0,0,4,8,5
1,31.17,84,30,6,0,-46,-2.7,18.7,10.3,27,43,0,0,0,0,0,4,8,5
2,31.18,123,30,0,0.3,-16,0.2,0,0,11,43,0,0,0,0,0,4,8,5
1,31.19,468,45,20,0,-384,-7,134.3,122.3,17,43,0,0,0,0,0,4,8,4
2,31.2,14,30,0,0.9,0,-1.2,4.3,2.3,30,43,0,0,0,0,0,1,8,5
3,31.2,368,40,3,0,143,2.6,80,109.7,11,43,0,0,0,0,3,2,8,4
1,31.2,263,33,0,0,-106,-34.6,17.7,20.3,8,43,0,0,0,0,0,4,8,5
3,31.2,1142,34,0,0,594,-1.2,46,178.3,11,43,0,0,0,0,0,4,8,2
1,31.2,94,41,0,0,-62,-1.2,25.7,11.3,7,43,0,0,0,0,0,4,8,5
2,31.2,682,35,0,0,205,-6.8,96,54.7,8,43,0,0,0,0,0,4,8,2
1,31.2,312,34,0,0,60,-1.2,4,15,48,43,0,0,0,0,0,4,8,5
1,31.21,142,30,0,1.2,14,-0.4,0,0,12,43,0,0,0,0,4,1,8,5
3,31.21,236,40,0,1,20,-1.2,55.7,20.3,13,43,0,0,0,0,0,4,8,5
3,31.22,220,30,0,1.1,2,-0.8,44.3,34.3,21,43,0,0,0,0,7,4,8,5
1,31.22,168,40,0,1,8,2.6,38,6.3,8,43,0,0,0,0,0,4,8,5
2,31.22,56,30,0,0.4,-33,-1.2,24,0.7,30,43,0,0,0,0,0,2,8,5
2,31.23,122,30,0,0,-4,-1.2,30.3,20,21,43,0,0,0,0,0,4,8,5
3,31.23,115,30,0,0,6,-1.2,30.3,14.7,11,43,0,0,0,0,0,1,8,5
2,31.24,88,30,0,0,10,0.7,41,14,25,43,0,0,0,0,3,4,8,5
1,31.24,168,30,3,0,-92,-1.2,28.7,8.3,19,43,0,0,0,0,0,4,8,5
1,31.24,88,40,0,0,2,3.8,23.3,10.7,19,43,0,0,0,0,0,4,8,5
3,31.24,74,30,0,0,44,1.6,28.3,8.7,12,43,0,0,0,0,0,4,8,5
3,31.24,72,40,0,0,-8,-1.2,15,6.3,13,43,0,0,0,0,0,2,8,5
3,31.24,316,40,0,0,44,-1.2,64.3,83.3,10,43,0,0,0,0,0,4,8,5
3,31.24,162,45,0,0,-102,3.8,22,11.3,9,43,0,0,0,0,0,2,8,5
3,31.24,508,28,18,1.1,-504,-30,127.3,89,7,43,0,0,0,0,0,4,8,4
3,31.25,228,30,5,0,-23,3,49,20.7,21,43,0,0,0,0,0,2,8,5
3,31.25,485,40,0,0,180,-1.3,97.3,122.3,12,43,0,0,0,0,0,4,8,4
1,31.26,227,30,0,0,-12,-1.3,63.3,33.3,18,43,0,0,0,0,0,4,8,5
3,31.26,271,30,0,0,34,-1.3,119,47.3,15,43,0,0,0,0,0,4,8,5
2,31.26,117,40,3,0,-48,-1.3,50,14,11,43,0,0,0,0,0,4,8,5
3,31.26,56,20,29,0.6,16,6.6,29.7,4.7,6,43,0,0,0,0,0,1,8,5
1,31.27,148,30,1,0.9,-2,-0.9,77.7,24,19,43,0,0,0,0,0,1,8,5
1,31.28,46,30,0,1.2,-18,1.2,12.7,3.3,18,43,0,0,0,0,1,1,8,5
2,31.28,741,37,2,0,-395,-64.1,171.7,218.3,7,43,0,0,0,0,0,1,8,1
1,31.29,167,30,0,0.6,-32,-1.3,58.3,25.3,23,43,0,0,0,0,0,1,8,5
3,31.3,112,30,1,0,-25,0.9,27,19.7,19,43,0,0,0,0,0,4,8,5
2,31.3,320,40,4,0,-50,-1.3,43.7,25.3,21,43,0,0,0,0,0,4,8,5
2,31.3,26,30,0,1,22,-1.3,3.7,2.3,16,43,0,0,0,0,0,1,8,5
2,31.3,180,30,2,0,-38,-1.3,40.7,39.7,17,43,0,0,0,0,0,2,8,5
2,31.3,425,34,2,3.4,-69,-28.9,80.3,54,8,43,0,0,0,0,0,4,8,4
2,31.3,1180,34,0,0,292,-1.3,15.3,120,11,43,0,0,0,0,1,2,8,2
3,31.31,85,40,0,1,-4,-1.3,9.7,16.3,10,43,0,0,0,0,7,2,8,5
1,31.31,199,23,31,0.8,-199,-31.3,95.3,7.3,7,43,0,0,0,0,0,4,8,5
3,31.32,219,30,0,0.6,-103,-1.3,64,31.3,15,43,0,0,0,0,0,4,8,5
1,31.32,114,30,0,1.3,38,-0.2,31.3,8.7,14,43,0,0,0,0,0,4,8,5
1,31.32,426,40,3,0.2,-156,-0.6,73,56.3,16,43,0,0,0,0,0,2,8,4
1,31.32,117,30,0,1.1,-25,-0.2,33.7,9,34,43,0,0,0,0,7,4,8,5
3,31.34,91,30,0,0.1,6,-1.4,35.3,5.7,16,43,0,0,0,0,0,4,8,5
2,31.34,349,30,4,0,54,-1.4,0,0,16,43,0,0,0,0,0,4,8,5
2,31.34,0,36,0,0,0,-69.7,0,0,9,43,0,0,0,0,0,1,8,5
1,31.34,194,30,0,0,-71,-31.4,73,44,9,43,0,0,0,0,0,1,8,5
3,31.36,227,40,0,1.1,-92,-1.4,99.7,31.3,20,43,0,0,0,0,0,4,8,5
2,31.37,145,40,0,0.3,128,1.2,15.7,14,25,43,0,0,0,0,0,1,8,5
3,31.38,282,40,0,0.1,-14,-0.4,0,0,15,43,0,0,0,0,0,2,8,5
1,31.39,86,40,4,0,-86,-1.4,2.7,0.7,13,43,0,0,0,0,0,4,8,5
3,31.39,64,40,0,0.2,-35,-1.4,11.7,7,12,43,0,0,0,0,6,2,8,5
2,31.4,282,30,4,0,122,4.2,78.7,43.3,28,43,0,0,0,0,0,2,8,5
3,31.41,294,30,3,0.2,10,-1.4,45.3,39.7,19,43,0,0,0,0,0,1,8,5
3,31.41,463,10,27,4.1,-110,-18.1,91.7,21,15,43,0,0,0,0,0,2,8,4
1,31.41,374,40,2,0.6,-82,-5.3,62.3,55.7,7,43,0,0,0,0,0,4,8,4
1,31.43,86,30,0,0.6,40,0.8,27.7,8.3,37,43,0,0,0,0,0,4,8,5
